"","sex","age","education","mdp1","mdu1","mdu2","mdu3","mdp2","mdu4","mdp3","mdp4","hh.sinc1","hh.fair1","hh.greed1","hh.mod1","hh.sinc2","hh.fair2","hh.greed2","hh.mod2","hh.sinc3","hh.fair3","hh.greed3","hh.mod3","hh.sinc4","hh.fair4","hh.greed4","hh.mod4","alt1","alt2","alt3","alt4","npi1","npi2","npi3","npi4","npi5","npi6","npi7","npi8","npi9","npi10","npi11","npi12","npi13","npi14","npi15","mach1","mach2","mach3","mach4","mach5","dc1","dc2","dc3","dc4","dc5","dc6","dc7","dc8","dc9","dc10","dc11","dc12","dc13","dc14","dc15","dc16","srp1","srp2","srp3","srp4","srp5","srp6","srp7","srp8","srp9","srp10","srp11","srp12","srp13","srp14","srp15","srp16","srp17","srp18","srp19","srp20","srp21","srp22","srp23","srp24","srp25","srp26","srp27","srp28","srp29","srp30","srp31","sinc.facet","fair.facet","greed.facet","mod.facet","hh.total","altruism","mdp.facet","mdu.facet","md.total","dc.total","mach.total","npi.total","srp.total"
"432","2",54,"5",-2,-2,-2,-2,-2,-2,-2,-2,3,5,4,4,3,2,5,3,5,5,3,4,4,5,3,3,5,5,4,4,5,3,3,3,4,3,1,2,1,4,3,3,2,1,2,5,3,2,3,6,1,3,1,2,1,1,1,5,1,2,2,1,3,1,1,1,3,1,2,4,1,1,2,3,2,2,1,1,3,1,1,3,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,3.75,4.25,3.75,3.5,3.8125,4.5,-8,-8,-16,1.6875,3.8,2.66666666666667,1.56666666666667
"433","1",21,"4",-2,-1,-2,-1,-2,1,-2,-2,3,2,3,5,2,4,5,4,4,4,5,5,4,5,4,4,4,3,4,4,2,2,2,4,4,4,3,4,3,3,3,3,1,3,4,3,3,1,2,1,2,3,1,2,2,1,1,3,2,2,2,1,1,1,1,1,2,1,3,1,3,1,1,3,3,3,1,3,3,1,4,1,1,1,1,3,1,1,3,2,1,1,1,1,1,1,1,3.25,3.75,4.25,4.5,3.9375,3.75,-8,-3,-11,1.625,2,3,1.76666666666667
"434","2",39,"5",-1,1,1,-2,2,2,1,2,2,2,2,5,3,4,4,3,2,5,1,3,3,2,3,1,3,3,4,5,6,5,4,4,5,5,5,5,2,4,5,4,4,5,5,5,5,4,4,3,5,3,2,3,3,3,2,3,2,1,5,2,2,1,2,2,3,4,3,1,4,2,3,4,4,3,1,2,2,4,5,4,4,3,4,3,2,1,1,5,4,2,3,4,1,4,1,2.5,3.25,2.5,3,2.8125,3.75,4,2,6,2.5625,4.2,4.53333333333333,3
"435","1",20,"5",-2,-1,-2,-1,-2,-1,-2,1,4,4,2,5,5,4,2,5,5,3,2,4,3,4,2,2,5,3,2,2,2,2,5,1,5,3,3,3,2,5,4,5,4,4,3,5,4,3,6,4,4,3,1,2,4,3,3,3,2,3,4,4,1,2,1,2,5,4,3,1,1,1,2,4,2,1,2,1,2,1,2,3,5,3,3,4,1,1,1,5,1,5,1,1,1,1,1,4.25,3.75,2,4,3.5,3,-5,-5,-10,2.625,4.4,3.4,2.26666666666667
"436","2",30,"5",-2,-2,-1,-2,-2,1,-1,1,1,4,3,5,3,4,4,5,2,4,5,5,3,4,3,5,4,2,5,3,5,5,2,3,4,3,2,3,4,3,4,4,4,4,4,3,4,2,4,1,2,4,2,2,2,4,2,4,1,3,3,4,1,2,4,3,5,3,4,2,4,4,2,3,3,2,1,3,3,2,4,2,4,4,2,4,1,1,2,3,1,4,1,3,1,1,1,2.25,4,3.75,5,3.75,3.5,-4,-4,-8,2.6875,2.8,3.6,2.6
"437","2",30,"5",-2,1,-1,1,1,1,-2,1,2,1,5,3,2,3,4,4,3,2,3,4,3,1,5,2,3,4,5,5,5,3,3,6,3,4,5,6,4,3,4,3,3,4,5,2,2,3,2,1,1,1,3,1,1,1,1,3,1,3,1,3,2,2,3,2,3,1,4,5,1,1,4,3,2,1,1,2,1,2,3,2,5,2,1,4,1,1,4,5,1,4,5,1,1,1,1,2.5,1.75,4.25,3.25,2.9375,4.25,-2,2,0,1.8125,2,4.06666666666667,2.26666666666667
"438","1",20,"4",-2,-2,-2,-2,-2,-2,-2,-2,3,3,5,4,5,3,4,4,4,3,5,5,5,5,4,5,5,4,4,5,5,5,4,5,3,2,4,4,1,5,4,2,5,2,5,2,1,2,1,1,1,1,1,3,3,1,1,3,1,4,2,1,1,1,2,1,1,4,3,3,1,5,2,4,1,2,1,3,2,1,2,1,4,4,1,5,2,1,1,2,1,4,1,5,1,1,3,4.25,3.5,4.5,4.5,4.1875,4.5,-8,-8,-16,1.6875,1.4,3.73333333333333,2.3
"439","2",26,"5",-2,-1,2,2,2,2,-1,2,2,1,4,3,2,1,3,3,4,1,3,5,4,1,4,2,4,2,1,4,6,6,4,4,5,4,4,5,5,4,2,3,3,2,4,5,3,3,1,1,3,3,2,3,4,1,2,4,2,2,5,5,1,4,3,2,4,3,3,1,5,5,4,4,4,4,2,2,2,2,3,3,3,4,2,4,3,1,2,5,1,5,1,4,1,1,1,3,1,3.5,3.25,2.6875,2.75,1,5,6,2.875,2.6,4.06666666666667,2.93333333333333
"440","1",18,"4",-2,-1,1,-1,1,-1,-1,1,2,4,3,4,2,2,5,3,2,2,3,4,2,1,5,3,5,4,4,5,4,6,6,3,5,5,2,4,3,4,5,6,2,4,2,3,4,5,4,3,1,2,2,2,1,3,1,4,2,3,1,2,2,4,2,1,4,4,1,5,2,2,1,4,4,5,1,4,4,3,3,3,4,4,2,4,1,1,4,5,1,3,1,1,1,1,1,2,2.25,4,3.5,2.9375,4.5,-1,-2,-3,2.0625,3.8,4.06666666666667,2.63333333333333
"441","2",56,"5",-2,-2,-2,-2,-2,2,-1,-2,3,5,3,3,5,4,5,3,5,4,5,4,4,5,5,5,5,5,5,5,4,2,1,3,1,1,4,1,3,1,3,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,2,1,1,1,1,4,2,1,1,4,2,1,1,1,2,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4.25,4.5,4.5,3.75,4.25,5,-7,-4,-11,1.3125,1.4,1.93333333333333,1.36666666666667
"442","1",39,"2",-2,-2,2,-1,-1,-1,-1,-2,2,2,3,4,3,4,3,4,3,2,2,5,4,4,2,5,4,3,3,3,2,1,3,6,4,3,4,3,3,2,4,6,4,5,6,4,2,1,1,2,2,3,4,3,4,1,3,4,3,2,2,4,1,2,5,3,4,1,2,3,2,4,4,4,2,3,3,1,2,1,5,2,4,4,3,3,1,1,1,4,1,2,2,1,1,2,1,3,3,2.5,4.5,3.25,3.25,-6,-2,-8,2.875,2,3.73333333333333,2.36666666666667
"443","2",26,"5",-2,1,-1,-2,1,2,-2,-2,4,2,4,3,2,2,4,4,5,5,4,4,4,4,4,3,5,4,4,4,4,4,2,1,2,2,4,6,1,3,2,2,3,2,2,3,1,2,2,3,2,1,1,2,1,2,2,3,2,3,2,1,1,1,2,1,2,3,4,2,2,3,2,1,1,2,1,1,4,1,1,3,4,1,1,3,1,1,2,5,1,2,1,2,1,1,1,3.75,3.25,4,3.5,3.625,4.25,-5,0,-5,1.6875,2.2,2.66666666666667,1.93333333333333
"444","2",24,"4",-1,2,1,-2,2,2,-2,2,1,4,4,4,3,4,2,2,3,5,2,3,2,3,2,3,5,4,5,3,5,3,4,4,5,4,4,4,4,4,4,5,5,3,5,5,2,2,4,2,1,3,1,1,5,2,5,2,3,3,4,2,3,4,3,2,3,3,2,1,4,4,2,5,3,2,2,3,2,2,3,2,3,2,1,1,1,1,1,2,1,4,1,1,1,1,1,2.25,4,2.5,3,2.9375,4.25,1,3,4,2.75,3,4.2,2.13333333333333
"445","1",25,"6",-2,-2,-2,-2,-2,1,-1,-2,1,3,3,4,4,4,3,5,5,4,4,3,5,4,4,4,5,4,4,5,5,3,1,4,3,2,6,4,1,1,2,1,3,2,4,2,1,1,1,1,1,2,1,1,4,1,5,3,1,2,2,1,1,1,1,1,2,2,1,4,1,5,1,4,1,1,1,1,4,1,5,1,4,5,1,2,1,1,1,4,1,1,1,1,1,1,1,3.75,3.75,3.5,4,3.75,4.5,-7,-5,-12,1.75,1.2,2.8,1.9
"446","2",22,"4",-2,-1,-2,-2,1,-1,-1,-2,2,1,2,3,2,4,1,3,2,2,2,3,2,1,2,3,4,4,3,4,4,4,2,5,6,5,4,5,5,2,4,6,3,4,5,5,3,4,2,2,1,2,1,2,1,2,4,5,1,3,4,1,2,1,1,2,4,1,5,1,1,1,2,3,1,2,1,4,2,1,5,2,3,2,1,2,1,1,1,4,1,1,1,4,1,1,1,2,2,1.75,3,2.1875,3.75,-4,-6,-10,2.0625,3.2,4.26666666666667,2
"447","1",61,"5",-2,-2,-2,-2,-1,2,-2,-2,3,5,5,3,3,5,5,2,4,5,5,4,4,5,5,5,2,2,2,5,2,4,4,4,6,2,1,3,3,4,5,4,3,4,3,5,4,1,3,2,1,3,2,1,1,2,1,3,3,2,3,4,3,2,4,1,5,1,2,4,5,1,4,4,3,4,1,3,4,4,4,2,2,2,2,3,5,1,2,4,1,2,1,1,1,1,1,3.5,5,5,3.5,4.25,2.75,-7,-4,-11,2.25,3,3.46666666666667,2.53333333333333
"448","2",21,"4",-2,-2,-1,-2,1,-1,-2,-2,2,4,3,4,3,1,3,5,3,4,5,4,3,4,4,4,4,3,4,3,4,2,3,1,5,5,4,4,3,3,4,5,3,4,2,6,4,2,3,1,2,2,1,1,5,1,4,3,2,3,3,1,2,2,5,2,1,3,1,4,4,3,2,3,3,3,2,4,2,2,4,2,5,5,2,1,1,1,1,3,1,1,1,1,1,1,1,2.75,3.25,3.75,4.25,3.5,3.5,-5,-6,-11,2.4375,3.2,3.46666666666667,2.16666666666667
"449","1",23,"4",-2,-2,-2,-2,1,-2,-2,-1,3,5,4,5,2,5,4,4,4,5,5,4,4,5,3,4,4,3,3,4,3,2,1,2,2,2,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,2,1,2,2,1,1,2,2,2,2,4,1,1,4,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,5,1,1,1,1,1,1,1,3.25,5,4,4.25,4.125,3.5,-4,-8,-12,1.8125,1.8,1.53333333333333,1.33333333333333
"450","1",21,"1",1,-2,-2,2,2,2,-2,-2,4,1,2,4,2,4,2,3,4,2,4,4,4,4,2,4,4,4,5,2,1,2,1,2,1,1,1,2,1,1,1,2,3,3,2,2,1,3,1,4,1,1,1,2,2,2,1,4,1,3,3,2,1,1,3,1,3,2,2,4,2,4,1,4,2,1,1,1,1,1,5,3,2,3,2,4,1,1,3,3,1,4,5,3,1,1,1,3.5,2.75,2.5,3.75,3.125,3.75,-1,0,-1,1.8125,2.2,1.6,2.26666666666667
"451","1",30,"5",-2,2,-1,-2,-2,1,-2,-1,2,2,2,5,2,4,3,5,4,2,5,5,4,4,3,3,5,3,5,5,3,3,2,2,1,1,2,3,1,2,1,2,1,1,4,4,2,5,4,4,1,2,1,1,1,2,1,2,2,1,3,2,1,2,2,1,3,1,3,4,2,1,4,4,4,2,1,4,1,1,5,3,5,3,2,4,1,2,4,4,1,3,1,3,1,3,1,3,3,3.25,4.5,3.4375,4.5,-7,0,-7,1.5625,3.8,1.93333333333333,2.56666666666667
"452","2",24,"4",-1,2,-2,-2,-1,1,-1,-2,2,3,3,3,3,4,3,5,3,2,5,5,3,3,4,5,3,5,5,4,5,4,2,4,5,3,2,5,3,2,2,4,4,4,4,1,1,1,5,1,2,2,2,3,3,2,4,2,2,3,1,1,1,1,4,2,3,1,2,4,1,1,1,3,2,1,1,2,1,1,3,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2.75,3,3.75,4.5,3.5,4.25,-5,-1,-6,2.1875,1.8,3.53333333333333,1.46666666666667
"453","1",40,"4",-1,2,-1,1,1,2,-2,1,2,1,2,3,5,2,2,5,4,3,5,3,2,1,2,4,5,4,2,2,5,4,4,4,3,1,5,5,2,5,4,4,2,4,5,3,6,6,5,5,1,5,2,3,1,2,2,5,1,4,5,4,2,1,4,2,5,3,1,1,5,1,4,4,3,3,1,3,3,2,3,3,4,4,2,2,1,1,2,4,1,1,5,1,1,1,1,3.25,1.75,2.75,3.75,2.875,3.25,-1,4,3,2.75,5,3.8,2.5
"454","1",29,"5",-2,-1,1,-2,1,1,-1,-2,3,3,4,4,2,5,4,4,2,3,4,4,4,5,4,4,5,3,5,4,5,1,3,4,5,2,1,3,2,2,4,2,2,5,2,1,1,2,2,1,1,1,2,2,1,2,5,2,1,3,2,2,2,2,1,1,1,4,1,3,1,1,3,3,2,2,2,1,1,1,2,3,3,2,1,4,1,1,4,4,1,2,1,1,1,4,1,2.75,4,4,4,3.6875,4.25,-4,-1,-5,1.875,1.4,2.86666666666667,1.96666666666667
"455","1",21,"4",-2,-2,-2,-2,-2,-2,-2,-2,2,4,4,5,3,5,4,4,4,5,4,5,3,5,5,5,4,3,4,4,3,2,3,4,4,1,1,2,1,4,3,1,2,2,4,2,2,3,2,3,1,2,1,3,1,2,1,1,1,2,2,1,1,1,2,1,3,1,2,5,1,1,1,4,2,1,2,1,1,1,2,1,1,1,1,4,2,1,1,5,1,1,1,3,1,1,1,3,4.75,4.25,4.75,4.1875,3.75,-8,-8,-16,1.4375,2.4,2.46666666666667,1.63333333333333
"456","1",20,"4",-2,-1,-2,-2,1,1,-2,1,2,4,4,5,4,4,4,4,4,4,5,5,4,4,5,3,5,4,5,4,6,2,1,6,3,2,2,6,2,2,3,4,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1,2,1,1,1,4,2,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,4,4.5,4.25,4.0625,4.5,-2,-4,-6,1.125,1.4,3,1.4
"457","1",22,"4",-2,-1,-2,-2,1,-1,-2,-2,2,5,3,4,1,5,5,5,2,4,5,5,4,5,4,5,5,3,5,5,4,1,1,1,5,4,3,5,2,1,4,4,4,4,4,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,4,4,3,2,1,2,2,2,3,2,3,3,2,3,1,1,1,1,1,1,1,2,1,1,1,2.25,4.75,4.25,4.75,4,4.5,-5,-6,-11,1.1875,1.2,3.13333333333333,1.9
"458","1",44,"5",-2,-2,-2,-2,-2,-1,-1,-2,3,5,5,5,5,5,4,5,5,1,4,5,5,5,5,2,5,5,5,5,1,2,2,1,2,2,1,5,1,1,3,1,1,1,3,5,3,2,2,1,2,1,1,2,1,1,1,3,1,3,2,1,1,1,5,1,3,1,1,3,2,3,2,2,3,2,1,2,2,2,4,3,2,1,1,4,2,1,2,2,1,1,1,1,1,1,2,4.5,4,4.5,4.25,4.3125,5,-7,-7,-14,1.6875,2.6,1.8,1.86666666666667
"459","1",55,"2",-2,-2,1,-2,-2,2,-2,-2,3,5,2,3,3,5,3,2,4,1,4,2,3,5,3,3,2,3,4,3,3,2,4,4,4,4,2,1,2,2,2,4,4,4,3,6,5,4,5,3,2,2,1,1,5,2,5,3,2,2,4,2,4,4,3,4,4,3,4,3,2,2,3,3,3,2,1,3,2,2,3,2,3,1,2,2,2,1,2,4,1,3,4,4,1,1,1,3.25,4,3,2.5,3.1875,3,-8,-1,-9,2.875,4.6,3,2.36666666666667
"460","1",56,"4",-1,-1,-1,-2,-1,1,-1,2,3,5,4,5,3,4,3,5,4,2,4,5,3,5,5,5,4,5,2,5,5,5,5,4,4,3,1,1,2,5,4,3,5,2,5,5,2,2,3,2,2,3,1,2,4,1,2,2,1,3,2,3,4,3,4,2,2,2,2,2,2,2,1,3,4,3,2,4,1,4,2,2,3,2,2,3,1,1,1,5,1,1,4,1,1,1,1,3.25,4,4,5,4.0625,4,-1,-3,-4,2.4375,2.8,3.6,2.13333333333333
"461","1",21,"1",-1,2,1,2,2,-1,-2,2,4,1,2,5,2,2,3,3,4,2,4,5,4,1,3,3,5,5,5,5,5,4,5,5,5,5,2,2,1,4,3,4,4,2,4,6,2,1,3,5,1,1,4,3,1,2,2,4,2,3,1,3,1,2,4,2,5,1,1,4,1,1,1,3,3,4,2,2,4,3,1,4,1,1,2,5,4,1,3,5,3,4,4,4,1,1,1,3.5,1.5,3,4,3,5,1,4,5,2.25,3.4,3.66666666666667,2.53333333333333
"462","1",35,"5",-2,-1,-1,1,-1,2,-1,-2,2,1,1,2,3,3,3,1,1,2,2,5,5,3,2,3,4,2,3,4,2,2,3,5,6,5,5,5,6,3,4,6,6,5,4,5,1,4,1,2,3,1,4,3,2,3,2,4,2,2,2,1,1,1,2,1,1,2,2,3,3,3,4,3,4,3,2,4,2,3,3,2,5,3,5,2,4,1,1,4,1,1,5,4,1,1,1,2.75,2.25,2,2.75,2.4375,3.25,-6,1,-5,2.125,2.6,4.46666666666667,2.66666666666667
"463","1",22,"4",-2,-2,-2,-1,1,2,-2,1,2,2,3,3,2,4,4,3,2,4,5,5,2,2,3,3,5,4,2,5,4,5,5,5,5,4,5,4,5,5,4,4,4,4,5,2,3,3,4,5,2,3,2,1,2,1,2,3,2,3,3,4,2,2,2,2,1,1,3,4,1,1,5,2,2,2,1,1,1,1,3,2,4,3,4,4,1,1,2,5,1,4,2,1,1,1,1,2,3,3.75,3.5,3.0625,4,-2,-3,-5,2.25,3.4,4.53333333333333,2.06666666666667
"464","1",24,"4",-1,1,-1,-1,-1,1,-2,-1,2,2,5,5,4,4,5,5,4,4,5,5,4,4,5,5,5,4,5,5,5,4,1,4,1,1,1,2,1,1,1,1,1,1,3,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,4,2,1,1,5,3,3,2,1,2,3,1,1,1,3,2,1,1,1,1,1,5,1,1,1,1,1,1,1,3.5,3.5,5,5,4.25,4.75,-5,0,-5,1.375,1.6,1.86666666666667,1.73333333333333
"465","1",59,"3",-2,-1,-1,-2,-1,1,-1,-2,2,2,2,5,5,5,2,4,2,2,3,5,4,5,3,5,4,4,5,4,5,3,2,4,5,2,1,1,1,1,3,4,4,3,1,4,1,4,3,1,2,3,2,3,5,3,4,3,2,3,2,2,3,3,4,2,3,3,3,3,3,1,2,4,2,2,1,2,4,2,2,2,4,2,1,3,1,1,1,3,1,5,1,1,1,1,1,3.25,3.5,2.5,4.75,3.5,4.25,-6,-3,-9,2.875,2.6,2.66666666666667,2.1
"466","1",20,"4",-2,-1,-1,-2,1,1,-2,-2,3,2,2,5,5,4,5,5,4,2,3,5,2,2,4,4,5,2,5,3,5,3,1,4,4,3,2,2,2,1,4,5,3,3,4,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,3,3,2,4,2,3,1,4,4,4,1,2,4,2,5,1,2,4,1,4,1,1,2,4,1,1,1,2,1,1,1,3.5,2.5,3.5,4.75,3.5625,3.75,-5,-3,-8,1.25,1,3.06666666666667,2.26666666666667
"467","2",55,"5",-2,-2,-2,-2,-2,-2,-2,-2,3,5,2,3,2,4,4,4,2,5,4,3,3,5,4,3,5,5,2,3,6,5,3,5,2,4,5,5,5,1,3,1,3,2,2,4,3,4,3,1,2,3,1,1,3,1,1,3,2,4,1,1,2,2,3,2,2,1,1,3,2,3,4,4,2,4,1,3,2,2,2,3,4,3,4,4,1,1,3,3,1,1,1,1,1,1,1,2.5,4.75,3.5,3.25,3.5,3.75,-8,-8,-16,2,3,3.46666666666667,2.2
"468","1",27,"5",-2,-2,-2,-2,-1,-1,-2,-1,3,5,3,5,5,5,3,5,5,5,4,5,5,5,3,5,4,3,5,5,1,1,1,3,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,3,3,3,1,2,1,1,1,1,1,1,4,1,1,2,1,1,1,3,2,1,2,1,1,1,3,2,2,2,2,5,1,1,1,3,1,1,1,3,1,1,1,4.5,5,3.25,5,4.4375,4.25,-6,-7,-13,1.5625,1.8,1.4,1.7
"469","1",20,"4",-2,-2,-1,-2,-2,-2,-2,-2,3,4,4,5,2,4,4,4,3,5,4,5,4,4,5,4,5,3,5,4,2,4,3,4,2,5,3,5,3,3,2,4,4,4,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,2,1,1,1,1,1,3,3,2,2,1,4,1,1,1,1,1,5,1,1,1,1,1,3,4.25,4.25,4.5,4,4.25,-8,-7,-15,1.1875,1,3.4,1.56666666666667
"470","1",39,"3",-2,-2,-1,-2,-1,-2,1,-1,1,2,4,5,2,4,4,1,3,2,5,5,4,4,4,4,5,3,3,2,2,2,2,4,3,3,3,3,3,3,3,2,1,3,4,4,4,1,4,2,1,5,1,2,1,3,1,4,2,3,4,3,3,1,2,2,3,1,1,4,2,5,4,4,3,3,1,4,3,3,3,4,1,5,1,3,1,1,1,3,1,5,5,3,1,1,1,2.5,3,4.25,3.75,3.375,3.25,-3,-7,-10,2.375,3,2.73333333333333,2.56666666666667
"471","1",52,"5",-1,1,-1,-1,-2,1,-2,-1,1,2,2,4,2,2,4,5,4,5,5,4,4,2,2,5,5,3,4,5,3,3,2,3,2,4,2,3,2,3,2,5,2,2,2,6,1,1,2,2,3,2,1,1,2,2,1,1,3,2,3,2,2,2,2,1,3,3,3,4,4,2,2,4,4,2,2,1,2,2,1,4,5,2,4,4,4,2,2,4,1,1,1,2,1,1,1,2.75,2.75,3.25,4.5,3.3125,4.25,-6,0,-6,1.875,2.4,2.66666666666667,2.46666666666667
"472","1",21,"4",-2,-1,-1,-2,-2,-2,-2,-2,4,1,2,4,2,4,3,4,5,5,4,4,3,4,4,4,3,3,3,4,3,2,4,3,4,4,3,4,2,4,4,4,3,4,4,3,1,1,3,1,2,1,1,2,1,3,1,3,2,3,1,2,3,3,1,1,5,1,3,4,3,3,3,2,4,4,1,2,2,2,1,3,4,2,2,4,1,1,4,5,1,3,1,1,1,1,1,3.5,3.5,3.25,4,3.5625,3.25,-8,-6,-14,1.875,1.8,3.46666666666667,2.36666666666667
"473","2",20,"5",-2,1,-1,-2,1,1,-2,1,4,4,5,4,3,5,4,4,5,5,5,5,4,5,4,2,5,2,5,4,2,4,2,2,1,1,1,5,1,2,2,1,2,1,2,2,4,3,3,1,1,1,1,4,2,2,4,3,2,2,3,2,2,3,1,1,4,4,2,2,2,1,4,2,2,1,2,1,1,1,5,2,4,3,2,1,1,1,1,5,1,1,1,1,1,1,1,4,4.75,4.5,3.75,4.25,4,-2,-1,-3,2.125,2.6,1.93333333333333,1.96666666666667
"474","1",20,"4",-2,-2,-1,-2,1,1,-2,-2,3,4,4,4,4,2,4,4,4,4,5,5,4,5,4,5,4,4,4,4,2,1,2,2,1,1,1,3,1,1,1,3,2,1,3,4,2,2,4,1,2,2,2,2,1,1,5,1,3,1,3,1,2,2,2,1,4,1,1,4,1,1,1,3,1,1,2,1,1,1,4,1,4,5,2,3,1,1,4,3,1,3,1,1,1,1,1,3.75,3.75,4.25,4.5,4.0625,4,-5,-4,-9,1.9375,2.6,1.66666666666667,1.86666666666667
"475","1",41,"4",-2,-2,-2,-2,-2,-2,-2,-2,5,2,1,5,4,4,4,3,5,2,5,4,4,4,5,4,4,3,4,3,4,2,1,6,6,6,4,3,3,1,3,6,2,6,6,5,6,4,6,6,3,3,1,4,2,3,3,3,2,4,4,3,3,2,3,3,5,5,2,1,3,3,2,4,4,2,3,5,3,3,5,4,4,5,1,4,4,3,5,4,1,2,1,1,1,4,2,4.5,3,3.75,4,3.8125,3.5,-8,-8,-16,2.875,5.4,3.93333333333333,3.16666666666667
"476","1",26,"5",-1,-2,-2,-1,-2,1,1,2,2,4,3,4,2,3,2,3,3,4,5,4,4,2,3,2,3,2,4,3,2,3,3,2,3,2,2,4,3,3,4,4,1,2,2,4,4,3,5,3,1,2,2,1,1,2,2,2,3,1,2,2,1,1,1,1,3,1,2,2,1,1,1,3,1,1,2,4,2,1,2,1,4,2,2,3,1,1,1,2,1,1,3,1,1,1,1,2.75,3.25,3.25,3.25,3.125,3,0,-4,-4,1.5625,3.8,2.66666666666667,1.7
"477","1",27,"2",-2,-2,-2,-2,-2,1,-2,-2,3,5,2,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,3,2,1,1,2,2,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,2,1,1,5,1,1,1,3,1,1,1,3,1,1,1,3,2,1,2,2,2,1,1,3,1,1,1,5,1,1,1,1,1,1,1,4.25,5,4.25,5,4.625,3.75,-8,-5,-13,1.5625,1.2,1.4,1.46666666666667
"478","1",23,"5",-2,-2,-2,-2,-2,-2,-2,-2,1,5,3,5,4,5,3,5,3,5,4,5,5,5,3,5,5,3,5,5,1,2,1,3,2,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,1,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,3,1,3,1,3.25,5,3.25,5,4.125,4.5,-8,-8,-16,1.25,1.6,1.33333333333333,1.46666666666667
"479","1",47,"2",-1,-2,-2,-2,-1,1,-2,-2,2,4,3,5,4,5,4,3,5,1,5,4,5,5,4,4,4,4,5,3,2,2,2,1,3,2,2,1,1,2,3,4,1,2,3,2,5,4,3,1,2,2,1,1,1,2,1,3,2,1,1,2,2,2,2,2,2,1,1,3,2,2,3,2,2,2,1,2,1,1,4,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,4,3.75,4,4,3.9375,4,-6,-5,-11,1.6875,3,2.06666666666667,1.53333333333333
"480","1",48,"4",-2,-1,2,-2,-2,-1,-2,-2,3,5,3,2,2,4,3,5,3,4,5,3,4,4,5,1,4,4,5,4,4,3,4,5,5,3,2,5,3,5,2,4,5,4,3,5,4,4,2,4,4,1,2,2,1,3,1,4,3,4,3,1,1,1,1,5,5,5,1,3,2,3,4,3,4,2,1,3,4,3,2,2,4,3,1,4,1,1,1,4,1,2,1,1,1,1,1,3,4.25,4,2.75,3.5,4.25,-8,-2,-10,2.3125,3.8,3.8,2.36666666666667
"481","2",21,"4",-2,-2,-2,-1,-2,1,-2,-2,2,1,2,3,3,5,4,1,3,5,3,5,2,2,2,4,4,2,4,5,5,3,2,1,6,4,6,2,4,3,4,6,5,5,3,4,5,4,4,5,2,1,2,2,1,4,2,5,1,5,2,2,2,2,3,2,5,4,5,2,2,5,3,4,4,5,1,3,2,3,3,1,3,2,2,5,2,1,2,5,1,5,1,1,1,1,1,2.5,3.25,2.75,3.25,2.9375,3.75,-8,-4,-12,2.375,4.4,3.93333333333333,2.76666666666667
"482","1",25,"4",-2,1,1,-2,-1,1,-1,2,2,4,2,1,3,5,3,5,4,5,5,2,4,4,2,3,5,3,5,5,4,4,3,6,5,4,3,5,3,4,4,5,4,2,6,5,1,2,3,1,1,1,1,3,1,2,4,1,3,2,2,1,1,1,1,1,3,2,3,4,4,1,2,3,3,2,1,1,1,2,2,1,5,4,3,4,3,1,1,2,1,1,1,4,1,1,1,3.25,4.5,3,2.75,3.375,4.5,-2,1,-1,1.625,2.4,4.13333333333333,2.13333333333333
"483","2",26,"5",-2,1,-2,-1,2,1,-2,1,5,2,2,2,5,3,4,2,4,3,5,4,5,3,3,4,5,5,3,2,4,4,1,1,4,5,3,3,4,2,3,5,3,4,3,3,3,1,3,1,1,1,1,3,4,1,1,1,2,1,1,1,2,2,1,2,2,2,2,4,5,1,3,3,4,2,1,4,1,1,1,2,2,1,1,1,1,1,1,3,4,1,5,4,2,5,1,4.75,2.75,3.5,3,3.5,3.75,-1,-1,-2,1.5625,2.2,3.26666666666667,2.23333333333333
